198 CC(C)(C(=O)Br)Br 20769-85-1 2
199 C1C2=CC=CC=C2C3=C1C=C(C=C3)Br 1133-80-8 1
200 C1=CC=C2C=C(C=CC2=C1)Br 580-13-2 1
201 CC1=NCCS1 2346-00-1 2
202 CCC=C(C)C=O 623-36-9 2
203 CCCC(=O)C(C)C 7379-12-6 2
204 CCC(=O)C(C)C 565-69-5 2
205 CN1C(=O)C=CS1 2682-20-4 1
206 CC1=CC=CC=C1CC2=CC=CC=C2 713-36-0 2
207 CC1=NC2=CC=CC=C2C=C1 91-63-4 2
208 CC1CCCCC1O 583-59-5 2
209 CC(CC(=O)O)C(=O)O 498-21-5 1
210 COCCOC=C 1663-35-0 2
211 COCCN 109-85-3 2
212 COC1=CC=CC=C1C=C 612-15-7 1
213 CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)O 33770-27-3 1
214 C1=CC(=O)NC=C1 72762-00-6 1
215 COC1=CC(=CC2=C1C(=O)C(=CO2)C3=C(C=C(C=C3)O)O)O 101691-27-4 1
216 C1C2=CC=CC=C2C3=C1C=C(C=C3)O 2443-58-5 1
217 CCCCCCC(=O)C(=O)O 328-51-8 1
218 C1=CC=C(C=C1)COCCO 622-08-2 2
219 C1CCC(C(C1)C2=CC=CC=C2)O 1444-64-0 2
220 COC(=O)C1C(O1)C2=CC=CC=C2 37161-74-3 2
221 CC(CO)OC1=CC=CC=C1 4169-04-4 2
222 COC(=O)CNC(=O)C1=CC=CC=C1 1205-08-9 1
223 C1=CC=C2C=C(C=CC2=C1)S 91-60-1 1
224 CCCCCC=CC=O 2363-89-5 2
225 CCCCCCC(=O)C 111-13-7 2
226 ClCl 81859-29-2 2
227 COC1=C(C=C(C=C1)CC2COC3=CC(=CC(=C3C2=O)O)O)O 107585-75-1 1
228 CC(=O)NC1=CC(=CC=C1)O 621-42-1 1
229 CCC1(COC1)COCC2(COC2)CC 18934-00-4 2
230 COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N 119-90-4 1
231 COC(=O)CCSCCC(=O)OC 4131-74-2 2
232 C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F 27619-97-2 2
233 CC(=O)C(C)(C)C 75-97-8 2
234 C(#N)C1=C(C(=C(C(=N1)Cl)Cl)Cl)Cl 17824-83-8 2
235 C1=CC(=C(C=C1C(C(=O)O)O)O)O 14883-87-5 1
236 C1=CC(=C(C=C1C(F)(F)F)Cl)Cl 328-84-7 2
237 C1=C(C(=CS1)Br)Br 3141-26-2 2
238 CC1=C(C=NC=C1)C 583-58-4 2
239 CC1CCC(CC1C)O 5715-23-1 2
240 CC1=CC(=C(C=C1)OC)OC 494-99-5 2
241 C1=CC(=C(C=C1C=CC(=O)O)O)O 501-16-6 1
242 C1OC2=C(O1)C=C(C=C2)CC#N 4439-02-5 1
243 CC(CC(=O)Cl)CC(C)(C)C 36727-29-4 2
244 CC(CC=O)CC(C)(C)C 5435-64-3 2
245 COC1=CC(=CC(=C1)Cl)Cl 33719-74-3 1
246 C1=C(C=C(C=C1Cl)Cl)N 626-43-7 1
247 COC1=CC(=CC(=C1OC)OC)CCC(=O)O 25173-72-2 1
248 CC(CC1=CC=C(C=C1)OC)C=O 5462-06-6 2
249 CCCCN(CCCC)CCCN 102-83-0 2
250 CC1=C(C=C(C=C1)O)N(C)C 119-31-3 2
251 CC1=CC=C(C=C1)C=CC=O 1504-75-2 1
252 CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C 76035-62-6 1
253 CCC1=CC=CC(=C1)C 620-14-4 2
254 CCN(CC)C1=CC(=CC=C1)O 91-68-9 1
255 C1=CC(=CN=C1)S(=O)(=O)O 636-73-7 1
256 C1=CC=C2C(=C1)C(=CN2)CC#N 771-51-7 1
257 CO[Si](C)(CCCS)OC 31001-77-1 2
258 C(C(CS)C(=O)O)S 7634-96-0 1
259 C(CS)C(=O)O 107-96-0 2
260 CCCCC(CC)COC(=O)CCS 50448-95-8 2
261 CCOC(=O)CCS 5466-06-8 2
262 COC(=O)CCS 2935-90-2 2
263 CCCC=CC(=O)C 1119-44-4 2
264 C1=CC(=CC=C1C(CC(=O)O)N)O 6049-54-3 1
265 CC1=C(C=C(C=C1)N=C=O)Cl 28479-22-3 2
266 C(CCl)C#N 542-76-7 2
267 C(CCl)C(=O)Cl 625-36-5 2
268 C1=CC(=CC(=C1)Cl)C(=O)OO 937-14-4 1
269 C1CC(CC=C1)CO 1679-51-2 2
270 CC(C)C(C)O 598-75-4 2
271 CC1=CC(=O)CC1 2758-18-1 2
272 CC1(COC1)CO 3143-02-0 2
273 CC(CCC1=CC=CC=C1)CCO 55066-48-3 2
274 CCC(C)CC 96-14-0 2
275 CC1=CC(=CC=C1)CN 100-81-2 2
276 CCCCCC(C)CC 2216-33-3 2
277 COCC(CO)O 623-39-2 2
278 COCCCN 5332-73-0 2
279 COC1=CC=CC(=C1)CO 6971-51-3 2
280 COC1=CC=CC(=C1)CC(=O)O 1798-09-0 1
281 CSCCCO 505-10-2 2
282 C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N 484-78-6 1
283 COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O 135-62-6 1
284 C1=CC(=C(C(=C1)O)N)C(=O)O 548-93-6 1
285 C(CCCCCC(=O)O)CCCCC(CC(=O)O)O 73179-89-2 1
286 C1C(C(C(=O)CC1(C(=O)O)O)O)O 10534-44-8 1
287 CC1(C(=O)C2=C(O1)C(=CC=C2)OC(=O)NC)C 16709-30-1 1
288 C1CC(=O)N(C1=O)OC(=O)C2=CC(=CC=C2)N3C(=O)C=CC3=O 58626-38-3 1
289 CC(CCC(=O)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C 5255-17-4 1
290 COC1C(OC(C1O)N2C=NC3=C2N=C(NC3=O)N)CO 10300-27-3 1
291 CC1=CC(=C(O1)C)SSC2=C(OC(=C2)C)C 28588-73-0 2
292 CC1=CC=C(C=C1)C(=O)C 122-00-9 2
293 C1CC(CCC1CC2CCC(CC2)N)N 1761-71-3 2
294 C1=CC(=CC=C1N)SC2=CC=C(C=C2)N 139-65-1 1
295 CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC 101-67-7 1
296 CC1=CC(=CC(=C1OC#N)C)CC2=CC(=C(C(=C2)C)OC#N)C 101657-77-6 1
297 CC1(COCN1)C 51200-87-4 2
298 C1COCCN1SSC2=NC3=CC=CC=C3S2 95-32-9 1
299 CC(=O)CCC1=CC=C(C=C1)O 5471-51-2 1
300 COC1=C(C=CC(=C1)CN)O 1196-92-5 1
301 COC(=O)CCCSC 53053-51-3 2
302 CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O 599-64-4 1
303 CCC1=CC(=C(C=C1)O)OC 2785-89-9 2
304 CCOC(=O)C1=CC=C(C=C1)N(C)C 10287-53-3 1
305 C1=CC(=CC=C1N=O)O 104-91-6 1
306 CCC(C)C1=CC=C(C=C1)O 99-71-8 2
307 CCCCCCCCCCCCCCCCN1CCOCC1 25727-91-7 2
308 CCCC(=O)CCC 123-19-3 2
309 CC1=CC=C(C=C1)C(C)C 99-87-6 2
310 C=CCCCO 821-09-0 2
311 C=CCCC(=O)O 591-80-0 2
312 CC(=O)C1=CC=C(C=C1)F 403-42-9 2
313 CC1=CC(=C(C=C1)N)S(=O)(=O)O 88-44-8 1
314 C1=CC=C(C=C1)C2=CC=C(C=C2)N 92-67-1 1
315 CC1=C(C=CC(=C1)O)Cl 59-50-7 2
316 C1=CC(=CC=C1C=CC(=O)O)Cl 1615-02-7 1
317 C1=CC(=C(C=C1N)S(=O)(=O)O)Cl 88-43-7 1
318 C1=CC(=C(C=C1Cl)N)N 95-83-0 1
319 B(C1=CC=C(C=C1)Br)(O)O 5467-74-3 1
320 CC1=CC=C(C=C1)OC 104-93-8 2
321 CCOC(=O)C=CC1=CC=C(C=C1)OC 24393-56-4 1
322 C1=C(C(=O)NC(=S)N1)C(=O)O 23945-50-8 1
323 CCOC(=O)CCCC1=CC=CC=C1 10031-93-3 2
324 C1=NNC(=N1)N 65312-61-0 1
325 C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O 63-37-6 1
326 CC1=CN(C(=O)NC1=O)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC)O 40615-39-2 1
327 C1=COC2=CC(=CC(=C2C1=O)O)O 31721-94-5 1
328 CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2 50-12-4 1
329 CCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O 3158-56-3 1
330 C=CCCCCO 821-41-0 2
331 C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N 320-67-2 1
332 CC1=C(C=C(C=C1)Cl)N 95-79-4 1
333 CC1=CC2=C(C3=C1C=CC=N3)N=CC=C2 3002-78-6 1
334 CC(C)C=CC(=O)C 5166-53-0 2
335 COC1=CC(=C(C=C1)O)C(=O)O 2612-02-4 1
336 C1=C(OC(=C1)C=O)CO 67-47-0 1
337 CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O 571-20-0 1
338 CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C 846-46-8 1
339 C1=CC(=O)OC2=CC(=C(C=C21)O)O 305-01-1 1
340 C1=NC(=C2C(=N1)N(C=N2)CCC(=O)O)N 4244-47-7 1
341 CCCCCC1=CC=CC(=O)O1 27593-23-3 2
342 C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N 90-51-7 1
343 CC1=NC(=CC=C1)CO 1122-71-0 1
344 COC1=CC2=C(CC(=O)CC2)C=C1 2472-22-2 1
345 CN(C)C1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F 53518-14-2 1
346 CC1=C(C(=O)OC2=C1C=CC(=C2)N)CC(=O)O 106562-32-7 1
347 CC1=CC2=C(C=CC=N2)C=C1 612-60-2 2
348 CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14 2541-69-7 1
349 CC1=CC(=O)OC2=C1C=CC(=C2)O 79566-13-5 1
350 CC(CCCCCC(=O)O)O 17173-14-7 1
351 CC(C)CCCCCCC=O 3085-26-5 2
352 C1C2=CC=CC=C2CC3=CC=CC=C31 613-31-0 1
353 C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C#N 2510-55-6 1
354 C=CCCCCCCCC(=O)O 14436-32-9 2
355 C1OC2=C(O1)C(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O 110204-45-0 1
356 CC1=CCCC(C1C=C(C)C(=O)C)(C)C 127-51-5 1
357 CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C 13461-01-3 1
358 C(CC(C(=O)O)O)CN=C(N)N 157-07-3 1
359 C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CCC(C(=O)O)N 66471-20-3 1
360 CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C 474-67-9 1
361 CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C 81409-90-7 1
362 CCOC(=O)N1C=CN(C1=S)C 22232-54-8 1
363 C1=CC2=C(C(=C1)O)C(=O)C3=C(C2OC4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO 8024-48-4 1
364 CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O 50370-12-2 1
365 CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)OS(=O)(=O)O)O)C 60320-05-0 1
366 CCCCS(=N)(=O)CCC(C(=O)O)N 5072-26-4 1
367 C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O 528-50-7 1
368 CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C 58-95-7 2
369 CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O 16698-35-4 1
370 CC(C)(CO)C(C(=O)NCCC(=O)O)O 79-83-4 2
371 C(C(C=O)O)OP(=O)(O)O 591-57-1 1
372 C(C1C(C(C(C(O1)O)O)O)O)O 530-26-7 1
373 C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O 15806-48-1 1
374 C(C(C(C(C(CO)O)O)O)O)O 25878-23-3 1
375 CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O 26993-30-6 1
376 C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O 116-52-9 1
377 CCC(C(=O)O)O 600-15-7 1
378 C1=CC=C(C=C1)CC(C(=O)O)O 828-01-3 1
379 C(C(C(=O)O)N)P(=O)(O)O 5652-28-8 1
380 C1=CC=C(C(=C1)CC(C(=O)O)N)O 2370-61-8 1
381 C(CSSCCC(C(=O)O)N)C(C(=O)O)N 870-93-9 1
382 CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O 28845-86-5 1
383 CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F 128196-01-0 1
384 CCN1C(=O)C(NC1=O)C2=CC=CC=C2 86-35-1 1
385 CCOCCOCCOCCOCCO 5650-20-4 2
386 C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N 25451-15-4 1
387 CC(C)C(C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13 68858-20-8 1
388 CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O 16320-04-0 1
389 C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N 24587-41-5 1
390 CC(C)C(C(=O)NC(C)C(=O)O)N 27493-61-4 1
391 CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C 114311-32-9 1
392 COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)CO)O)O)O 41514-64-1 1
393 C(CC(C(=O)O)N)CC(=O)O 1118-90-7 1
394 CC1CCC(C(C1)OC(=O)C(C)O)C(C)C 185915-25-7 1
