id,can_smiles,T,cif_path
1501748,CCOS(=O)(=O)[O-].CCOS(=O)(=O)[O-].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].O=S(=O)([O-])[O-].[F-],177.0,cifs/1501748.cif
1501749,CCOS(=O)(=O)[O-].CCOS(=O)(=O)[O-].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].NC(N)=[NH2+].O=S(=O)([O-])[O-].[F-],177.0,cifs/1501749.cif
1501822,C=C[C@]1(C)C=C2C(=O)C3=C4[C@@](C)(CC[C@@H](O)[C@]4(C)[C@@]2(O)CC1)[C@@H](O)O3,-37.5,cifs/1501822.cif
1501823,C=C[C@]1(C)C=C2C(=O)C3=C4[C@@](C)(CC[C@@H](O)[C@]4(C)[C@@]2(O)CC1)CO3,-38.5,cifs/1501823.cif
1501848,C[C@H](O)C1=CN2[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3n(C)c2ccccc12.ClC(Cl)Cl.ClC(Cl)Cl,-98.0,cifs/1501848.cif
1501902,CCCCCCCCN1C(=O)c2csc(-c3scc4c3C(=O)N(CCCCCCCC)C4=O)c2C1=O,159.0,cifs/1501902.cif
1501924,Cc1cc(O)ccc1C(=O)COC=O,-142.5,cifs/1501924.cif
1502058,CCCCCCn1c2c(c3ccccc31)=C(c1ccccc1)C1=c3c(c4ccccc4n3CCCCCC)=C(c3ccccc3)C=21,-78.0,cifs/1502058.cif
1502252,O=C(OCc1ccccc1)N1O[C@@H]2C=C[C@H]1CC2.O=C(OCc1ccccc1)N1O[C@H]2C=C[C@@H]1CC2,77.0,cifs/1502252.cif
1502253,CC12ON(C(=O)OCc3ccccc3)C(C)(c3ccccc31)c1ccccc12,133.7,cifs/1502253.cif
1502389,C=CC[C@@H]1C(=O)CCC[C@H]1C12C[C@H]3C[C@@H](C1)OC(C)(O3)O2.C=CC[C@H]1C(=O)CCC[C@@H]1C12C[C@H]3C[C@@H](C1)OC(C)(O3)O2,-181.0,cifs/1502389.cif
1502430,C=CC[C@]12C=CCN=C1OC[C@@H]1CCCN1C2=O,106.10000000000002,cifs/1502430.cif
1502476,CCCCCCc1cc(Br)c(Cc2cc(OC)c(Cc3sc(CCCCCC)cc3Br)cc2OC)s1,112.5,cifs/1502476.cif
1502616,CCCN1C[C@@H]2C[C@@]3(C)c4ccccc4N(CCC)C(=O)[C@@]23C1=O.CCCN1C[C@H]2C[C@]3(C)c4ccccc4N(CCC)C(=O)[C@]23C1=O,-171.5,cifs/1502616.cif
1502701,CCC(=O)O[Tl],193.6,cifs/1502701.cif
1502731,Cn1c(=O)c2[nH+]c[nH]c2n(C)c1=O.O.O.O=C(O)c1cc(S(=O)(=O)[O-])ccc1O,258.1,cifs/1502731.cif
1502742,Oc1cccnc1Cl,170.0,cifs/1502742.cif
1502744,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,135.0,cifs/1502744.cif
1502757,O=C(O)c1c2ccccc2cc2ccccc12,213.0,cifs/1502757.cif
1502758,O=C(O)c1c2ccccc2cc2ccccc12,213.0,cifs/1502758.cif
1502803,CC[C@@H](C)[C@H]1O[C@@H](c2c(O)c(-c3ccccc3)cn(O)c2=O)[C@H](C)C[C@@H]1C,220.15,cifs/1502803.cif
1502957,C=C[C@@]12CC/C(=N\Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C(C)=C1C[C@H](C(=O)OC)CC2.C=C[C@]12CC/C(=N\Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C(C)=C1C[C@@H](C(=O)OC)CC2,155.0,cifs/1502957.cif
1503059,COc1cc(OC)cc([C@@H]2C=C[C@@H]3CCC[C@@]4(O)[C@@H]3[C@H]2[C@H](C)CN4C(=O)OC(C)(C)C)c1.COc1cc(OC)cc([C@H]2C=C[C@H]3CCC[C@]4(O)[C@H]3[C@@H]2[C@@H](C)CN4C(=O)OC(C)(C)C)c1,100.14999999999998,cifs/1503059.cif
1503061,CN1Cc2ccc([nH]2)CN(C)Cc2ccc([nH]2)CN(C)Cc2ccc([nH]2)C1.O,169.0,cifs/1503061.cif
1503062,CN1Cc2ccc([nH]2)CN(C)Cc2ccc([nH]2)CN(C)Cc2ccc([nH]2)CN(C)Cc2ccc([nH]2)C1.O,137.0,cifs/1503062.cif
1503063,CCN1Cc2ccc([nH]2)CN(CC)Cc2ccc([nH]2)CN(CC)Cc2ccc([nH]2)CN(CC)Cc2ccc([nH]2)C1.O,107.0,cifs/1503063.cif
1503120,COC(=O)[C@]1(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@]2(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)CC[C@H](OC)C2)CC[C@H](OC)C1,-64.0,cifs/1503120.cif
1503121,COC(=O)[C@]1(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@]2(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@]3(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1.O.O,-38.0,cifs/1503121.cif
1503122,CN(C)C=O.COC(=O)C1(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C2(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C3(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C4(NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)C[C@H](OC)[C@@H](OC)C4)C[C@H](OC)[C@@H](OC)C3)C[C@H](OC)[C@@H](OC)C2)C[C@H](OC)[C@@H](OC)C1,-152.0,cifs/1503122.cif
1503329,COC(=O)C1=CC(c2ccc(C)cc2)=C2C1=C(C)CC2C1=CCC(C)=CC1,-137.2,cifs/1503329.cif
1503341,C=C1CC[C@@H]2[C@H](c3ccccc3)c3c(O)c(C=O)c(O)c(C=O)c3O[C@@]2(C)CC[C@H]2[C@H]1CC2(C)C,250.0,cifs/1503341.cif
1503391,C#Cc1cccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)c1,354.0,cifs/1503391.cif
1503424,COc1ccc(-c2oc(Cc3ccccc3)cc2-c2ccccc2)cc1,85.0,cifs/1503424.cif
1503425,CC(C)CC1(C)O/C(=C\c2ccccc2)C=C1c1ccccc1,99.0,cifs/1503425.cif
1503442,CC(C)(C)[C@@H](O)C[C@@](C)(C#N)[C@@H](O)c1ccccc1.CC(C)(C)[C@H](O)C[C@](C)(C#N)[C@H](O)c1ccccc1,155.5,cifs/1503442.cif
1503460,CC(C)=O.O=C1C[C@H]2C(=C3c4c2ccc(O)c4[C@@H](O)C[C@@H]3O)c2cccc(O)c21,-96.5,cifs/1503460.cif
1503464,C[C@@]12C3=CC(=O)OCC3=C[C@@H]3OC(=O)[C@](C)(C=C[C@@H]1O)[C@@H]32,-9.5,cifs/1503464.cif
1503465,C[C@]12C[C@H](O)C[C@@]3(C)C4=CC(=O)OCC4=C[C@H](OC1=O)[C@H]23,-1.5,cifs/1503465.cif
1503603,c1ccc2cc3cc4c(cc3cc2c1)Nc1nccnc1N4,366.6,cifs/1503603.cif
1503793,C[C@@H]1CCCC[C@@]12CCCCNC2=O,119.39999999999998,cifs/1503793.cif
1503799,CC(C)=O.COC(=O)[C@]1(NC(=O)[C@]2(NC(=O)[C@]3(NC(=O)[C@]4(NC(=O)[C@]5(NC(=O)[C@]6(NC(=O)OCc7ccccc7)CC[C@H](OC)C6)CC[C@H](OC)C5)CC[C@H](OC)C4)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1,-62.0,cifs/1503799.cif
1503800,COC(=O)[C@]1(NC(=O)[C@]2(NC(=O)[C@]3(NC(=O)[C@]4(NC(=O)[C@]5(NC(=O)[C@]6(NC(=O)[C@]7(NC(=O)[C@]8(NC(=O)OCc9ccccc9)CC[C@H](OC)C8)CC[C@H](OC)C7)CC[C@H](OC)C6)CC[C@H](OC)C5)CC[C@H](OC)C4)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1.O.O.O,-32.0,cifs/1503800.cif
1503801,COC(=O)[C@@]1(NC(=O)[C@@]2(NC(=O)[C@@]3(NC(=O)[C@@]4(NC(=O)[C@@]5(NC(=O)[C@@]6(NC(=O)OCc7ccccc7)CC[C@H](OC)C6)CC[C@H](OC)C5)CC[C@H](OC)C4)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1.COC(=O)[C@@]1(NC(=O)[C@@]2(NC(=O)[C@@]3(NC(=O)[C@@]4(NC(=O)[C@@]5(NC(=O)[C@@]6(NC(=O)OCc7ccccc7)CC[C@H](OC)C6)CC[C@H](OC)C5)CC[C@H](OC)C4)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1,-81.0,cifs/1503801.cif
1503802,COC(=O)[C@@]1(NC(=O)[C@@]2(NC(=O)[C@@]3(NC(=O)[C@@]4(NC(=O)[C@@]5(NC(=O)[C@@]6(NC(=O)[C@@]7(NC(=O)[C@@]8(NC(=O)OCc9ccccc9)CC[C@H](OC)C8)CC[C@H](OC)C7)CC[C@H](OC)C6)CC[C@H](OC)C5)CC[C@H](OC)C4)CC[C@H](OC)C3)CC[C@H](OC)C2)CC[C@H](OC)C1.O.O,-32.0,cifs/1503802.cif
1503807,CC1=C(C)[C@@H](c2ccccc2)[C@H](O)C1=O.CC1=C(C)[C@H](c2ccccc2)[C@@H](O)C1=O,78.60000000000002,cifs/1503807.cif
1503844,C=C1CC2(CC(=C)C1(C(C)=O)C(=O)OCC)c1cc(Br)ccc1-c1ccc(Br)cc12,161.5,cifs/1503844.cif
1503977,COC(=O)/C=C1\Sc2ccccc2[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(C)cc1,185.0,cifs/1503977.cif
1503978,Cc1ccc(S(=O)(=O)/C=C2/Sc3ccccc3[C@@H](C(C)C)N2S(=O)(=O)c2ccc(C)cc2)cc1,150.0,cifs/1503978.cif
1504004,CC[C@@H]1COC(=O)N1[C@@]12CCCC[C@@H]1[C@@H](c1ccccc1)C=C(C(=O)OC)O2,115.0,cifs/1504004.cif
1504017,O[C@@]1(c2ccccc2)C2=C(c3ccccc31)[C@@](O)(c1ccccc1)c1ccccc12,246.0,cifs/1504017.cif
1504020,CC(C)[C@@H]1CC[C@H]2Cc3ccccc3[C@@H](Cc3ccccc3)[C@]21O.CC(C)[C@H]1CC[C@@H]2Cc3ccccc3[C@H](Cc3ccccc3)[C@@]21O,101.0,cifs/1504020.cif
1504021,COC(=O)[C@@H]1CC[C@](O)(C(C)C)CCc2ccccc2-c2ccccc2C1.COC(=O)[C@H]1CC[C@@](O)(C(C)C)CCc2ccccc2-c2ccccc2C1,118.0,cifs/1504021.cif
1504036,COC(=O)[C@@]12COc3ccccc3[C@@H]1c1c(n(C)c(=O)n(C)c1=O)O[C@@H]2c1ccccc1.COC(=O)[C@]12COc3ccccc3[C@H]1c1c(n(C)c(=O)n(C)c1=O)O[C@H]2c1ccccc1,-62.0,cifs/1504036.cif
1504037,Cn1c2c(c(=O)n(C)c1=O)[C@@H]1c3ccccc3OC[C@]1(C#N)[C@@H](c1ccccc1)O2.Cn1c2c(c(=O)n(C)c1=O)[C@H]1c3ccccc3OC[C@@]1(C#N)[C@H](c1ccccc1)O2,-2.0,cifs/1504037.cif
1504097,CCC[C@@H]1CC[C@]2(C)C(=O)CC[C@]2(O)[C@H]1C(=O)c1ccccc1.CCC[C@H]1CC[C@@]2(C)C(=O)CC[C@@]2(O)[C@@H]1C(=O)c1ccccc1,132.89999999999998,cifs/1504097.cif
1504098,CCC[C@@H]1CC[C@]2(C)C(=O)CCC[C@]2(O)[C@H]1C(=O)c1ccccc1.CCC[C@H]1CC[C@@]2(C)C(=O)CCC[C@@]2(O)[C@@H]1C(=O)c1ccccc1,148.5,cifs/1504098.cif
1504111,C[Si]1(C)C(c2ccc(-c3ccccc3)cc2)=Cc2ccccc21,136.5,cifs/1504111.cif
1504128,C=Cc1c2c(nc3cc(O)c([C@@H]4C[C@@]5(CC)CCCN6CCc7c(n4c4ccccc74)[C@H]65)cc13)N1CCC[C@](CC)(C2)C1.CCOC(C)=O,-57.0,cifs/1504128.cif
1504153,C=CCC(C#N)(C#N)[C@@H](c1ccccc1Br)[C@H](N=C(c1ccccc1)c1ccccc1)c1ccc(C#N)cc1.C=CCC(C#N)(C#N)[C@H](c1ccccc1Br)[C@@H](N=C(c1ccccc1)c1ccccc1)c1ccc(C#N)cc1,190.0,cifs/1504153.cif
1504155,O=[N+]([O-])c1ccc(Sc2nc3ccccc3s2)cc1,106.10000000000002,cifs/1504155.cif
1504236,CCOC(=O)C[C@@H]1CCN2C(=O)c3ccccc3[C@]12O.CCOC(=O)C[C@H]1CCN2C(=O)c3ccccc3[C@@]12O,151.0,cifs/1504236.cif
1504237,CCOC(=O)C[C@@H]1CCCN2C(=O)c3ccccc3[C@]12O.CCOC(=O)C[C@H]1CCCN2C(=O)c3ccccc3[C@@]12O,189.0,cifs/1504237.cif
1504238,COC(=O)c1c(O)c2ccccc2c2[nH]ccc12,178.5,cifs/1504238.cif
1504239,CNc1cc(C(=O)OC)c(O)c2ccccc12,150.0,cifs/1504239.cif
1504340,CCC#CCn1cc[n+](C)c1.N#C[N-]C#N,59.0,cifs/1504340.cif
1504348,CC(Cl)Cl,-97.0,cifs/1504348.cif
1504349,CC(Cl)Cl,-97.0,cifs/1504349.cif
1504350,CC(Cl)Cl,-97.0,cifs/1504350.cif
1504351,CC(Cl)Cl,-97.0,cifs/1504351.cif
1504357,C1CCCC1,-94.0,cifs/1504357.cif
1504378,ClCI,-28.0,cifs/1504378.cif
1504379,ClCI,-28.0,cifs/1504379.cif
1504380,ClCI,-28.0,cifs/1504380.cif
1504381,ICI,6.0,cifs/1504381.cif
1504382,ICI,6.0,cifs/1504382.cif
1504383,CC#N,-47.0,cifs/1504383.cif
1504384,CC#N,-47.0,cifs/1504384.cif
1504385,CC#N,-47.0,cifs/1504385.cif
1504386,Cc1cc(N)nc(C)n1,185.0,cifs/1504386.cif
1504394,ClC(Cl)Cl,-63.0,cifs/1504394.cif
1504395,ClC(Cl)Cl,-63.0,cifs/1504395.cif
1504396,BrC(Br)Br,9.0,cifs/1504396.cif
1504397,BrC(Br)Br,9.0,cifs/1504397.cif
1504424,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccccc3)[C@@H](c3ccccc3)O[Pt]23[P](c2ccccc2)(c2ccccc2)CC[P]3(c2ccccc2)c2ccccc2)cc1.ClCCl,231.15,cifs/1504424.cif
1504425,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccccc3)[C@@H](c3ccccc3)N[Pt]23[P](c2ccccc2)(c2ccccc2)CC[P]3(c2ccccc2)c2ccccc2)cc1.ClCCl,234.15,cifs/1504425.cif
1504436,CCCCCCc1nc2cscc2nc1CCCCCC,-219.0,cifs/1504436.cif
1504437,CCCCCCc1nc2c(Br)sc(Br)c2nc1CCCCCC,-220.0,cifs/1504437.cif
1504483,CC(C)[Si](C1=CN(C(=O)O[C@H]2CCCC[C@@H]2C(C)(C)c2ccccc2)[C@@H]([C@H]2CC(=O)C([Si](C(C)C)(C(C)C)C(C)C)=CN2C(=O)O[C@H]2CCCC[C@@H]2C(C)(C)c2ccccc2)CC1=O)(C(C)C)C(C)C,-163.0,cifs/1504483.cif
1504570,Cc1ccc(S(=O)(=O)N2CC[C@@H]3C2=CC[C@H](C(C)C)N3S(=O)(=O)c2ccc(C)cc2)cc1,174.0,cifs/1504570.cif
1504575,CCOC(=O)[C@@]1(/C(=C/I)c2ccccc2)CCCC1=O,82.5,cifs/1504575.cif
1504580,CCOC(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1c(-c2ccccc2)[nH]c(C)c1C(=O)OCC,295.0,cifs/1504580.cif
1504593,O=S(Cc1ccccc1)c1cc2ccc1CCc1ccc(cc1)CC2,122.0,cifs/1504593.cif
1504594,CS(=O)c1cc2ccc1CCc1ccc(cc1)CC2,153.0,cifs/1504594.cif
1504595,CCS(=O)c1cc2ccc1CCc1ccc(cc1)CC2,101.0,cifs/1504595.cif
1504629,CC(C)OC(=O)N1C=C(C(=O)O)C(c2ccccc2)N1C(=O)OC(C)C,-131.0,cifs/1504629.cif
1504630,CC(C)OC(=O)N1C=C(C(=O)O)C(c2ccc(Cl)cc2)N1C(=O)OC(C)C,-128.0,cifs/1504630.cif
1504631,CC(C)OC(=O)N1C=C(C(=O)O)C(c2ccc(Br)cc2)N1C(=O)OC(C)C,-143.0,cifs/1504631.cif
1504636,O=C1Oc2ccc(Cl)cc2C(=O)Oc2ccc(Cl)cc2C(=O)Oc2ccc(Cl)cc2C(=O)Oc2ccc(Cl)cc21,276.6,cifs/1504636.cif
1504681,CCCCCCNC(=O)c1c2ccccc2c(C(=O)NCCCCCC)c2ccccc12,289.5,cifs/1504681.cif
1504707,COc1ccc(-c2c(-c3ccc(C)cc3)cc(N3CCCCC3)c(C#N)c2-c2ccc(OC)cc2)cc1,-113.5,cifs/1504707.cif
1504863,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,225.0,cifs/1504863.cif
1504929,C=C1CC(N=C(c2ccccc2)c2ccccc2)c2ccccc21,150.0,cifs/1504929.cif
1505027,CC(C)O[C@@H]1C=C([C@H](O)c2ccc(C#N)cc2)[C@H](O)[C@@H](COC(=O)C(C)(C)C)O1,128.0,cifs/1505027.cif
1505033,CCOC(=O)[C@H]1CCN(Cc2ccccc2)[C@H]1[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCc1ccccc1,103.60000000000002,cifs/1505033.cif
1505034,OC[C@@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12,199.6,cifs/1505034.cif
1505035,O=C1C(=O)c2sccc2-c2ccsc21,-32.0,cifs/1505035.cif
1505225,COC(=O)[C@H](O)[C@H]1[C@@]2(C)C[C@]3(OC(C)=O)[C@H]([C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@]2(O)[C@@H]4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)[C@@H](OC(C)=O)C[C@@H]2[C@]13C.O.O,221.0,cifs/1505225.cif
1505235,O=C1Nc2ccccc2C12C=C(c1ccccc1)c1ccccc12,-81.0,cifs/1505235.cif
1505236,COc1ccc(C2=CC3(C(=O)Nc4ccccc43)c3cc(OC)ccc32)cc1,-69.0,cifs/1505236.cif
1505237,CCN1C(=O)C2(C=C(c3ccccc3)c3ccccc32)c2ccccc21,-151.0,cifs/1505237.cif
1505238,O=C1Nc2ccccc2C1(C=C(c1ccccc1)c1ccccc1)C=C(c1ccccc1)c1ccccc1,-55.0,cifs/1505238.cif
1505349,COc1ccc(S/C(=C\P(C2CCCCC2)C2CCCCC2)c2ccccc2)cc1,-129.0,cifs/1505349.cif
1505356,O=C(N[C@H](c1ccc(Cl)cc1)c1cn(Cc2ccccc2)c2ccccc12)c1ccccc1,-35.69999999999999,cifs/1505356.cif
1505357,CCOC(=O)C1=Cc2ccccc2NC2=C(C1)C(=O)CC(C)(C)C2.CCOC(C)=O,-75.0,cifs/1505357.cif
1505358,COC(=O)C1=Cc2cc(OC)c(OC)cc2NC2=C(C1)C(=O)CCC2,-3.0,cifs/1505358.cif
1505359,COC(=O)C1=Cc2ccccc2NC2=C(C1)C(=O)CC2,-51.0,cifs/1505359.cif
1505360,COC(=O)C1=Cc2ccc3ccccc3c2NC2=C(C1)C(=O)CC(C)(C)C2,-75.0,cifs/1505360.cif
1505374,COc1ccc(CN2C(=O)[C@@]3(O[C@H]3C(=O)N3CCCC3)c3ccccc32)cc1.COc1ccc(CN2C(=O)[C@]3(O[C@@H]3C(=O)N3CCCC3)c3ccccc32)cc1,176.60000000000002,cifs/1505374.cif
