id,can_smiles,T
7116715,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,173.0
7216051,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,173.0
7243943,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,173.0
2100577,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,138.0
2022660,Cc1cc(C)n(C)n1,36.0
4116822,Fc1cc(F)cc(F)c1,-6.0
7241667,C#Cc1cc(C#C)cc(C#C)c1,106.0
2202869,Clc1cc(Cl)c(I)c(Cl)c1,55.0
2108853,Brc1cc(Br)cc(Br)c1,123.0
2108854,Brc1cc(Br)cc(Br)c1,123.0
2108855,Brc1cc(Br)cc(Br)c1,123.0
8101563,O=C(c1ccccc1)c1cc(C(=O)c2ccccc2)cc(C(=O)c2ccccc2)c1,118.0
2234440,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,36.0
2224001,N#CCc1ccccc1CC#N,59.0
8104917,Cc1nccn1C,37.0
4116820,Fc1ccccc1F,-34.0
2018825,CCc1ccccc1CC,-31.0
2102736,Clc1ccccc1Cl,-18.0
2105862,Brc1ccccc1Br,5.0
2105861,Brc1ccccc1Br,5.0
2105863,Brc1ccccc1Br,5.0
2205665,c1ccc(NCCNc2ccccc2)cc1,66.0
2220136,O=C(CCC(=O)c1ccccc1)c1ccccc1,146.0
2206484,c1ccc(SCCSc2ccccc2)cc1,69.0
2206581,c1ccc(SCCSc2ccccc2)cc1,69.0
8100844,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,141.0
2015410,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,187.0
3500068,OCc1ccccc1CO,62.0
7220020,Clc1ccc(Cl)c(Cl)c1,17.0
7220019,Clc1ccc(Cl)c(Cl)c1,17.0
7220022,Clc1ccc(Cl)c(Cl)c1,17.0
7220021,Clc1ccc(Cl)c(Cl)c1,17.0
2108850,Brc1ccc(Br)c(Br)c1,42.0
2108851,Brc1ccc(Br)c(Br)c1,42.0
2108852,Brc1ccc(Br)c(Br)c1,42.0
4116823,Fc1cc(F)c(F)cc1F,4.0
2242440,Brc1cc(Br)c(Br)cc1Br,178.0
2242441,Brc1cc(Br)c(Br)cc1Br,178.0
2242442,Brc1cc(Br)c(Br)cc1Br,178.0
2242443,Brc1cc(Br)c(Br)cc1Br,178.0
2242445,Brc1cc(Br)c(Br)cc1Br,178.0
2242444,Brc1cc(Br)c(Br)cc1Br,178.0
2242446,Brc1cc(Br)c(Br)cc1Br,178.0
2242447,Brc1cc(Br)c(Br)cc1Br,178.0
2242448,Brc1cc(Br)c(Br)cc1Br,178.0
7230191,Brc1cc(Br)c(Br)cc1Br,178.0
7230192,Brc1cc(Br)c(Br)cc1Br,178.0
7230193,Brc1cc(Br)c(Br)cc1Br,178.0
7230194,Brc1cc(Br)c(Br)cc1Br,178.0
7230196,Brc1cc(Br)c(Br)cc1Br,178.0
7230197,Brc1cc(Br)c(Br)cc1Br,178.0
7230198,Brc1cc(Br)c(Br)cc1Br,178.0
7230195,Brc1cc(Br)c(Br)cc1Br,178.0
1559446,Clc1cc(Cl)c(Cl)cc1Cl,140.0
2100447,Clc1cc(Cl)c(Cl)cc1Cl,140.0
2100449,Clc1cc(Cl)c(Cl)cc1Cl,140.0
2100662,ClCC(Cl)CCl,-14.0
2100663,ClCC(Cl)CCl,-14.0
3500101,COc1cccc(OC)c1OC,44.0
2005229,c1ccc2c(c1)CCCC2,-36.0
4116824,Fc1ccc(F)c(F)c1F,-42.0
2004212,C#CC(O)(c1ccccc1)c1ccccc1,46.0
2229122,O=C(N1CCCCC1)N1CCCCC1,45.0
2001650,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,217.0
2001651,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,217.0
4501769,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,217.0
4501771,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,217.0
2006892,OCCCCCCCCCCCCO,83.0
2009004,OCCCCCCCCCCO,73.0
1554412,C(C=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,198.0
4321583,C(C=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,198.0
4501700,C(C=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,198.0
4501701,C(C=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,198.0
2101296,OC(C#Cc1ccccc1)(c1ccccc1)c1ccccc1,81.0
4507742,ClC(Cl)C(Cl)Cl,-43.0
7106716,ClC(Cl)C(Cl)Cl,-43.0
7106717,ClC(Cl)C(Cl)Cl,-43.0
4110675,OC(C(F)(F)F)C(F)(F)F,-3.0
2236250,N#CCC(=O)N1CCCCC1,88.0
2105998,c1cc2ccc1CCc1ccc(cc1)CC2,286.0
2105999,c1cc2ccc1CCc1ccc(cc1)CC2,286.0
2106000,c1cc2ccc1CCc1ccc(cc1)CC2,286.0
2106001,c1cc2ccc1CCc1ccc(cc1)CC2,286.0
4123372,O=C1CC[C@@H](C(=O)O)N1,160.0
4123373,O=C1CC[C@@H](C(=O)O)N1,160.0
4123374,O=C1CC[C@@H](C(=O)O)N1,160.0
4123375,O=C1CC[C@@H](C(=O)O)N1,160.0
4123376,O=C1CC[C@@H](C(=O)O)N1,160.0
4123377,O=C1CC[C@@H](C(=O)O)N1,160.0
4123378,O=C1CC[C@@H](C(=O)O)N1,160.0
4123384,O=C1CC[C@@H](C(=O)O)N1,160.0
7205534,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,155.0
7221751,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,155.0
2005155,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,71.0
2223061,CN(C)/C=C/C(=O)c1ccccn1,131.0
2212076,O=C(O)CSc1ccc(Cl)cc1,106.0
1565227,CC1(C)[C@@H]2CC[C@]13CS(=O)(=O)N=C3C2,227.0
1565230,CC1(C)[C@@H]2CC[C@]13CS(=O)(=O)N=C3C2,227.0
2103843,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O,186.0
7002569,Oc1ccccc1-c1nc2ccccc2s1,132.0
7030600,Oc1ccccc1-c1nc2ccccc2s1,132.0
8101577,Oc1ccccc1-c1nc2ccccc2s1,132.0
2001746,c1ccc(-c2cccs2)nc1,63.0
2214025,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,150.0
2237894,c1ccc2[nH]c(-c3ccncc3)nc2c1,219.0
2008793,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,138.0
2223259,O=C(O)CSc1ccccc1C(=O)O,218.0
2015316,COC(=O)c1ccccc1B(O)O,69.0
4511211,CNc1ccccn1,15.0
4511213,CNc1ccccn1,15.0
4511212,CNc1ccccn1,15.0
2207629,CSc1nc2ccccc2[nH]1,204.0
2205482,CSc1ncccc1C(=O)O,217.0
1519878,CC(=O)Nc1ccccc1C(F)(F)F,96.0
7210758,CC(=O)Nc1ccccc1C(F)(F)F,96.0
2229648,O=C(O)c1ccccc1C(F)(F)F,109.0
2242460,O=C(c1ccccc1)C(F)(F)F,-40.0
7232872,OCC(F)(F)F,-44.0
7232873,OCC(F)(F)F,-44.0
7247642,OCC(F)(F)F,-44.0
2228165,Cc1ccc(S(=O)(=O)OCC(F)(F)F)cc1,40.0
2017252,OCC(F)(F)C(F)(F)C(F)(F)CO,78.0
2017253,OCC(F)(F)C(F)(F)C(F)(F)CO,78.0
2017254,OCC(F)(F)C(F)(F)C(F)(F)CO,78.0
2017255,OCC(F)(F)C(F)(F)C(F)(F)CO,78.0
2220668,OCC(F)(F)C(F)(F)CO,84.0
2211267,O=C(CCl)c1ccc(Cl)cc1Cl,54.0
2201864,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,283.0
2235347,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,283.0
4306990,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,283.0
2200806,OCCN(CCO)C(CO)(CO)CO,104.0
2010263,c1csc(-c2cccs2)c1,32.0
2010281,c1csc(-c2cccs2)c1,32.0
2008378,Brc1ccccc1-c1ccccc1Br,80.0
2104096,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,135.0
7226202,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,135.0
2007553,Oc1ccccc1-c1ccccc1O,109.0
2102480,Oc1ccccc1-c1ccccc1O,109.0
2102481,Oc1ccccc1-c1ccccc1O,109.0
2102482,Oc1ccccc1-c1ccccc1O,109.0
2102483,Oc1ccccc1-c1ccccc1O,109.0
2219327,COc1ccccc1-c1ccccc1OC,154.0
4512518,CCC(C)(C)C,-100.0
1520409,CCCCC(CO)(CO)CCCC,40.0
2231179,NC(=O)C(c1ccccc1)c1ccccc1,166.0
2217305,O=C(C(=O)c1ccco1)c1ccco1,164.0
1511796,O=C(C(=O)c1cccs1)c1cccs1,83.0
2202545,NC(=O)c1c(F)c(F)c(F)c(F)c1F,148.0
4505272,NC(=O)c1c(F)c(F)c(F)c(F)c1F,148.0
2204809,OB(O)c1c(F)c(F)c(F)c(F)c1F,253.0
4513756,Fc1c(F)c(F)c(-c2ccccc2)c(F)c1F,112.0
2017475,Cc1c(C)c(C)c(C(=O)c2ccccc2)c(C)c1C,138.0
2217926,Brc1csc(Br)c1Br,44.0
7243196,CC(=O)c1ccc(Cl)c(Cl)c1Cl,62.0
4512183,OB(O)c1ccc(F)c(F)c1F,203.0
7108257,O=C(O)c1ccc(F)c(F)c1F,141.0
2218918,O=Cc1ccc(O)c(O)c1O,161.0
3500094,COc1ccc(C=O)c(OC)c1OC,40.0
2105533,Oc1c(F)c(F)c(O)c(F)c1F,169.0
2231246,Nc1cccnc1N,112.0
2236814,Cc1cccc(N)c1N,58.0
2237266,NC(=O)C(Br)CBr,133.0
2104974,O=Cc1cccc(Cl)c1Cl,63.0
4130598,O=C(O)c1cccc(Cl)c1Cl,168.0
7206924,O=C(O)Cc1cccc(Cl)c1Cl,134.0
1519831,Clc1nc2ccccc2nc1Cl,153.0
2217606,O=C(O)c1cccc(F)c1F,162.0
2206141,O=Cc1cccc(O)c1O,108.0
2200756,O=C(O)c1cccc(O)c1O,206.0
4501674,O=C(O)c1cccc(O)c1O,206.0
2004804,O=c1c(O)c(-c2ccccc2O)oc2ccccc12,203.0
2242776,COc1cccc(C=O)c1OC,52.0
4512517,Cc1cccc(N)c1C,3.0
2214905,Cc1cccc(OCC(=O)O)c1C,186.0
2201564,Cc1nccnc1C,-12.0
7051297,Cc1nccnc1C,-12.0
2209165,c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,126.0
7240411,c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,126.0
7108260,O=C(O)c1cc(F)c(F)cc1F,98.0
2221359,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,276.0
2200624,Cc1cc(C)nc(C)c1,-43.0
2007412,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,250.0
2203186,Oc1c(Br)cc(Br)c(O)c1Br,115.0
2243520,Cc1c(Br)cc(Br)cc1Br,69.0
2214103,Nc1c(Cl)cc(Cl)cc1Cl,77.0
2005177,O=C(O)c1c(Cl)cc(Cl)cc1Cl,163.0
2011397,N#Cc1c(Cl)cc(Cl)cc1Cl,81.0
2215609,Oc1c(Cl)cc(Cl)cc1Cl,66.0
2219974,Nc1c(F)cc(F)cc1F,35.0
4512184,OB(O)c1c(F)cc(F)cc1F,235.0
2229137,O=C(O)c1c(F)cc(F)cc1F,141.0
2016829,N#Cc1c(F)cc(F)cc1F,57.0
7051985,Oc1c(I)cc(I)cc1I,158.0
2232014,CC(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,87.0
2202731,CC(C)c1cc(C(C)C)c(S(N)(=O)=O)c(C(C)C)c1,115.0
7106527,CC(C)c1cc(C(C)C)c(C(=O)O)c(C(C)C)c1,186.0
1559276,Cc1cc(C)c(CCl)c(C)c1,40.0
2011547,Cc1cc(C)c(O)c(C)c1,72.0
2226506,Nc1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,124.0
8107715,O=C(CBr)c1ccc(Br)cc1,110.0
2013419,Cc1cc(C)c(Br)c(C)c1Br,60.0
2013420,Cc1cc(C)c(Br)c(C)c1Br,60.0
2215966,O=C(O)c1cc(F)c(Cl)cc1Cl,141.0
2214099,CC(=O)Nc1ccc(Cl)cc1Cl,147.0
2224625,O=Cc1ccc(Cl)cc1Cl,71.0
2015610,NNC(=O)c1ccc(Cl)cc1Cl,169.0
2211838,OCc1ccc(Cl)cc1Cl,59.0
2007239,NNC(=O)COc1ccc(Cl)cc1Cl,151.0
2224651,O=C(O)Cc1ccc(Cl)cc1Cl,129.0
2222064,Clc1ccnc(Cl)n1,60.0
2220502,OB(O)c1ccc(F)cc1F,249.0
4512187,OB(O)c1ccc(F)cc1F,249.0
7108254,O=C(O)c1ccc(F)cc1F,188.0
2017135,CC(=O)c1ccc(O)cc1O,144.0
2017136,CC(=O)c1ccc(O)cc1O,144.0
2215912,CC(=O)c1ccc(O)cc1O,144.0
4505913,O=C(c1ccccc1)c1ccc(O)cc1O,146.0
2242777,COc1ccc(C=O)c(OC)c1,69.0
4020535,COc1ccc(B(O)O)c(OC)c1,118.0
2013974,COc1ccc(C(=O)O)c(OC)c1,109.0
8101726,Cc1ccc(OCC(=O)O)c(C)c1,141.0
2201039,Cc1ccnc(C)c1,-60.0
2200040,O=C1CSC(=O)N1,125.0
1501634,CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,201.0
2236845,Nc1ccc(N)nc1,96.0
2018032,Cc1cc(Br)c(C)cc1Br,73.0
2221472,Brc1ccc(Br)nc1,94.0
4500647,O=C1C=C(Cl)C(=O)C=C1Cl,160.0
7218036,O=C1C=C(Cl)C(=O)C=C1Cl,160.0
2200629,Nc1cc(Cl)ccc1Cl,50.0
2104975,O=Cc1cc(Cl)ccc1Cl,56.0
2216801,O=Cc1cc(O)ccc1O,99.0
2242778,COc1ccc(OC)c(C=O)c1,49.0
2013975,COc1ccc(OC)c(C(=O)O)c1,77.0
2238860,COc1ccc(OC)c(C#N)c1,82.0
7051298,Cc1cnc(C)cn1,15.0
7155345,c1ccc(-c2nnc(-c3ccccc3)o2)cc1,140.0
1505620,CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,153.0
2012932,Cc1cc(CO)c(O)c(CO)c1,123.0
2221917,O=C(O)c1c(C(F)(F)F)cccc1C(F)(F)F,138.0
2230116,O=C(O)c1c(C(F)(F)F)cccc1C(F)(F)F,138.0
4511264,Nc1nc(N)c2nc[nH]c2n1,302.0
7245421,Nc1nc(N)c2nc[nH]c2n1,302.0
7245423,Nc1nc(N)c2nc[nH]c2n1,302.0
2020898,Nc1cccc(N)n1,120.0
8104863,Nc1c(Br)cc(F)cc1Br,65.0
3500031,Nc1c(Br)cccc1Br,81.0
7228163,Clc1cc(I)cc(Cl)n1,163.0
8102080,O=Cc1c(Cl)cccc1Cl,71.0
2208380,NC(=O)c1c(Cl)cccc1Cl,199.0
2102125,N#Cc1c(Cl)cccc1Cl,145.0
7210156,NC(=O)c1c(F)cccc1F,147.0
2226917,O=C(O)c1c(F)cccc1F,158.0
2204602,N#Cc1c(F)cccc1F,30.0
2020544,O=C(O)/C=C/c1c(F)cccc1F,125.0
7226837,O=C(O)/C=C/c1c(F)cccc1F,125.0
7226839,O=C(O)/C=C/c1c(F)cccc1F,125.0
7226843,O=C(O)/C=C/c1c(F)cccc1F,125.0
8104914,Oc1c(F)cccc1F,38.0
2204707,CC(=O)c1c(O)cccc1O,158.0
2214108,CC(=O)Nc1c(C)cccc1C,181.0
7151090,CC(=O)Nc1c(C)cccc1C,181.0
2200607,Cc1cncc(C)n1,41.0
2200608,Cc1cncc(C)n1,41.0
7051299,Cc1cncc(C)n1,41.0
2216499,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,78.0
2217020,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,91.0
2015154,CC(C)(C)c1cccc(C(C)(C)C)c1O,37.0
2200702,Cc1cccc(C)n1,-7.0
2005486,OCc1cccc(CO)n1,112.0
2204833,Oc1ccc2ccc(O)cc2c1,186.0
8103100,CC(=O)Nc1ccc(Br)cc1C(=O)O,223.0
2231119,CC(=O)Nc1ccc(Br)cn1,177.0
7157746,CC(=O)Nc1ccc(Br)cn1,177.0
2008834,CC(=O)Nc1ccccc1C(=O)O,186.0
2219183,CC(=O)Nc1nccs1,203.0
2102174,CC(=O)CC(=O)Nc1ccccc1C,105.0
2208311,CC(=O)c1ccc2ccccc2c1O,99.0
2236320,CC(=O)c1ccc2ccccc2c1,54.0
2213278,CC(=O)c1ccc[nH]1,90.0
7244791,OC1C2CC3CC(C2)CC1C3,301.0
7244796,OC1C2CC3CC(C2)CC1C3,301.0
2014395,Nc1nncs1,191.0
1547280,Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,88.0
2104101,Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,88.0
2014234,NC1=NCCS1,80.0
1546688,Cc1nc(N)c(Br)cc1Br,145.0
2219224,Nc1ncccc1OCc1ccccc1,93.0
2233707,Nc1ncccc1Br,66.0
2230214,Nc1ncccc1Cl,61.0
2231398,Nc1ncccc1O,170.0
2232613,N#Cc1c(N)sc2c1CCCC2,143.0
2300270,COc1cc(N)c(C(C)=O)cc1OC,106.0
2216205,COc1cc(N)c(C#N)cc1OC,99.0
2219434,Nc1nc(Cl)cc(Cl)n1,220.0
2012721,COc1cc(OC)nc(N)n1,95.0
2237220,Cc1cc(C)nc(N)n1,153.0
2216655,Cc1cccc2sc(N)nc12,138.0
4111833,Cc1ccc(O)c(N)c1,136.0
7703841,Cc1ccc(O)c(N)c1,136.0
2008451,Nc1nc(-c2ccccc2)cs1,150.0
2221588,Nc1nnc(-c2ccncc2)s1,245.0
1547281,Nc1ccc(Cl)cc1C(=O)c1ccccc1,98.0
1550130,Nc1ccc(Cl)cc1C(=O)c1ccccc1,98.0
2216617,Nc1ccc(Cl)cn1,137.0
2223795,Nc1ncc(Cl)cn1,235.0
2012268,CCc1nnc(N)s1,200.0
2237486,Nc1ccc(F)cc1C(=O)O,183.0
2226119,Nc1ncc(I)cn1,219.0
4111834,Cc1ccc(N)c(O)c1,157.0
2014396,Nc1nnc(C(F)(F)F)s1,225.0
2005966,Nc1nc2ccc(F)cc2s1,184.0
2235729,COc1ccc2nc(N)sc2c1,163.0
2216119,Cc1ccc2nc(N)sc2c1,141.0
2236849,Cc1cccc(N)n1,43.0
1547282,Nc1ccccc1C(=O)c1ccccc1,107.0
2222772,Nc1nc2ccccc2s1,128.0
2233137,Nc1ccccc1CO,83.0
4118521,Nc1nccs1,90.0
7226482,O=c1[nH]c2ccccc2o1,140.0
2007242,O=C(c1ccccc1)c1ccccn1,43.0
7129417,O=C(c1ccccc1)c1ccccn1,43.0
7129418,O=C(c1ccccc1)c1cccs1,56.0
2228255,c1ccc(CNc2ccccn2)cc1,95.0
2228535,c1ccc(CNc2ccccn2)cc1,95.0
2004060,OCc1ccccc1-c1ccccc1,49.0
2104560,OCc1ccccc1-c1ccccc1,49.0
7212565,Fc1cc(F)c(Br)c(F)c1,4.0
7212566,Fc1cc(F)c(Br)c(F)c1,4.0
7212567,Fc1cc(F)c(Br)c(F)c1,4.0
4508710,Oc1cccnc1Br,184.0
2243194,Cc1cc(C)c(N)c(Br)c1,44.0
2223258,COc1ccc(C(=O)CBr)cc1,70.0
2238380,O=Cc1cc(F)ccc1Br,54.0
1542454,Cc1ccc(Br)nc1,43.0
1520176,CC(=O)Nc1ccccc1Br,99.0
1520180,CC(=O)Nc1ccccc1Br,99.0
2206871,CC(=O)Nc1ccccc1Br,99.0
2229980,O=C(CBr)c1ccccc1,50.0
1517497,BrC1C2CC3CC(C2)CC1C3,139.0
1520029,NC(=O)c1ccccc1Br,161.0
